Index	VRom Start	VRom End	Filename	Description
952	01A8D000	01A8D100	vr_cloud1_pal_static	
953	01A8E000	01A9A000	vr_cloud2_static	
954	01A9A000	01A9A100	vr_cloud2_pal_static	
955	01A9B000	01AA7000	vr_cloud3_static	
956	01AA7000	01AA7100	vr_cloud3_pal_static	
957	01AA8000	01AB8000	vr_holy0_static	
958	01AB8000	01AB8100	vr_holy0_pal_static	
959	01AB9000	01AC9000		
960	01AC9000	01AC9100	vr_holy1_pal_static	
961	01ACA000	01B0A000		
962	01B0A000	01B0A800		
963	01B0B000	01B4B000		
964	01B4B000	01B4B800		
965	01B4C000	01B8C000		
966	01B8C000	01B8C800		
967	01B8D000	01BCD000		
968	01BCD000	01BCD800		
969	01BCE000	01C0E000		
970	01C0E000	01C0E800		
971	01C0F000	01C3F000		
972	01C3F000	01C3F600		
973	01C40000	01C70000		
974	01C70000	01C70600		
975	01C71000	01CA1000		
976	01CA1000	01CA1600		
977	01CA2000	01CC2000		
978	01CC2000	01CC2400		
979	01CC3000	01D03000		
980	01D03000	01D03800		
981	01D04000	01D44000		
982	01D44000	01D44800		
983	01D45000	01D75000		
984	01D75000	01D75600		
985	01D76000	01DB6000		
986	01DB6000	01DB6800		
987	01DB7000	01DD7000		
988	01DD7000	01DD7400		
989	01DD8000	01DF8000		
990	01DF8000	01DF8400		
991	01DF9000	01E19000		
992	01E19000	01E19400		
993	01E1A000	01E3A000		
994	01E3A000	01E3A400		
995	01E3B000	01E5B000		
996	01E5B000	01E5B400		
997	01E5C000	01E7C000		
998	01E7C000	01E7C400		
999	01E7D000	01EBD000		
1000	01EBD000	01EBD800		
1001	01EBE000	01EEE000		
1002	01EEE000	01EEE600		
1003	01EEF000	01F0F000		
1004	01F0F000	01F0F400		
1005	01F10000	01F10070		
1006	01F11000	01F11010		
1007	01F12000	01F27140	ddan_scene	Dondogo's Cavern
1008	01F28000	01F438A0	ddan_room_0	
1009	01F44000	01F4DB00	ddan_room_1	
1010	01F4E000	01F55DA0	ddan_room_2	
1011	01F56000	01F63DC0	ddan_room_3	
1012	01F64000	01F6D850	ddan_room_4	
1013	01F6E000	01F73EE0	ddan_room_5	
1014	01F74000	01F76400	ddan_room_6	
1015	01F77000	01F7E6D0	ddan_room_7	
1016	01F7F000	01F88400	ddan_room_8	
1017	01F89000	01F94550	ddan_room_9	
1018	01F95000	01F9CE50	ddan_room_10	
1019	01F9D000	01F9F080	ddan_room_11	
1020	01FA0000	01FA8730	ddan_room_12	
1021	01FA9000	01FAB480	ddan_room_13	
1022	01FAC000	01FAE490	ddan_room_14	
1023	01FAF000	01FB1850	ddan_room_15	
1024	01FB2000	01FB7550	ddan_room_16	
1025	01FB8000	01FE2220	spot00_scene	Hyrule Field
1026	01FE3000	01FF8230	spot00_room_0	
1027	01FF9000	02015150	spot01_scene	Kakariko Village
1028	02016000	0201FF20	spot01_room_0	
1029	02020000	0202BC80	spot02_scene	Kakariko Graveyard
1030	0202C000	0202E660	spot02_room_0	
1031	0202F000	0204CE60	spot02_room_1	
1032	0204D000	02058560	spot03_scene	Zora River
1033	02059000	02066980	spot03_room_0	
1034	02067000	0206E500	spot03_room_1	
1035	0206F000	02080240	spot04_scene	Kokiri Forest
1036	02081000	0209C380	spot04_room_0	
1037	0209D000	020A5560	spot04_room_1	
1038	020A6000	020AB010	spot04_room_2	
1039	020AC000	020C0D60	spot05_scene	Sacred Forest Meadow
1040	020C1000	020CAF00	spot05_room_0	
1041	020CB000	020E6430	spot06_scene	Lake Hylia
1042	020E7000	020F1620	spot06_room_0	
1043	020F2000	020FB820	spot07_scene	Zora's Domain
1044	020FC000	021022F0	spot07_room_0	
1045	02103000	0210F9A0	spot07_room_1	
1046	02110000	021216A0	spot08_scene	Zora's Fountain
1047	02122000	0212A150	spot08_room_0	
1048	0212B000	0213C160	spot09_scene	Gerudo Valley
1049	0213D000	021455D0	spot09_room_0	
1050	02146000	02156430	spot10_scene	Lost Woods
1051	02157000	021595F0	spot10_room_0	
1052	0215A000	02162430	spot10_room_1	
1053	02163000	02167BF0	spot10_room_2	
1054	02168000	0216DAB0	spot10_room_3	
1055	0216E000	021704D0	spot10_room_4	
1056	02171000	02177FF0	spot10_room_5	
1057	02178000	0217BAF0	spot10_room_6	
1058	0217C000	0217E5C0	spot10_room_7	
1059	0217F000	02181670	spot10_room_8	
1060	02182000	02185BE0	spot10_room_9	
1061	02186000	0219F4E0	spot11_scene	Desert Colossus
1062	021A0000	021AC7C0	spot11_room_0	
1063	021AD000	021BCE80	spot12_scene	Gerudo Fortress
1064	021BD000	021CE5C0	spot12_room_0	
1065	021CF000	021DB0A0	spot12_room_1	
1066	021DC000	021E1E30	spot13_scene	Haunted Wasteland
1067	021E2000	021E2910	spot13_room_0	
1068	021E3000	021F5A40	spot13_room_1	
1069	021F6000	0220E500	spot15_scene	Hyrule Castle
1070	0220F000	0221C1C0	spot15_room_0	
1071	0221D000	0223BA90	spot16_scene	Death Mountain Trail
1072	0223C000	02246C90	spot16_room_0	
1073	02247000	02256EE0	spot17_scene	Death Mountain Crater
1074	02257000	0225D880	spot17_room_0	
1075	0225E000	02270350	spot17_room_1	
1076	02271000	0227B450	spot18_scene	Goron City
1077	0227C000	0228E7D0	spot18_room_0	
1078	0228F000	02295200	spot18_room_1	
1079	02296000	022A79B0	spot18_room_2	
1080	022A8000	022C5CF0	spot18_room_3	
1081	022C6000	022C8670	market_day_scene	Market - Child Day
1082	022C9000	022CE870	market_day_room_0	
1083	022CF000	022D1630	market_night_scene	Market - Child Night
1084	022D2000	022D77A0	market_night_room_0	
1085	022D8000	022F2970	HIDAN_scene	Fire Temple
1086	022F3000	022FA2C0	HIDAN_room_0	
1087	022FB000	023079E0	HIDAN_room_1	
1088	02308000	02317FD0	HIDAN_room_2	
1089	02318000	0231A4E0	HIDAN_room_3	
1090	0231B000	02322890	HIDAN_room_4	
1091	02323000	0232D230	HIDAN_room_5	
1092	0232E000	02334FA0	HIDAN_room_6	
1093	02335000	023389E0	HIDAN_room_7	
1094	02339000	02342AC0	HIDAN_room_8	
1095	02343000	0234B770	HIDAN_room_9	
1096	0234C000	023644A0	HIDAN_room_10	
1097	02365000	023687C0	HIDAN_room_11	
1098	02369000	0236BB80	HIDAN_room_12	
1099	0236C000	02378BE0	HIDAN_room_13	
1100	02379000	0237B260	HIDAN_room_14	
1101	0237C000	0237D1D0	HIDAN_room_15	
1102	0237E000	02389970	HIDAN_room_16	
1103	0238A000	02393140	HIDAN_room_17	
1104	02394000	02397B80	HIDAN_room_18	
1105	02398000	0239C1E0	HIDAN_room_19	
1106	0239D000	023A3D10	HIDAN_room_20	
1107	023A4000	023AC4C0	HIDAN_room_21	
1108	023AD000	023B3B00	HIDAN_room_22	
1109	023B4000	023BAD20	HIDAN_room_23	
1110	023BB000	023C0540	HIDAN_room_24	
1111	023C1000	023C7AE0	HIDAN_room_25	
1112	023C8000	023CE8A0	HIDAN_room_26	
1113	023CF000	023E4F90	Bmori1_scene	Forest Temple
1114	023E5000	023F2BC0	Bmori1_room_0	
1115	023F3000	023F8B60	Bmori1_room_1	
1116	023F9000	02408A30	Bmori1_room_2	
1117	02409000	0240CA10	Bmori1_room_3	
1118	0240D000	024102B0	Bmori1_room_4	
1119	02411000	024145E0	Bmori1_room_5	
1120	02415000	0241E4C0	Bmori1_room_6	
1121	0241F000	02432000	Bmori1_room_7	
1122	02432000	02449B70	Bmori1_room_8	
1123	0244A000	02454190	Bmori1_room_9	
1124	02455000	0245A3E0	Bmori1_room_10	
1125	0245B000	02465BD0	Bmori1_room_11	
1126	02466000	0246E3E0	Bmori1_room_12	
1127	0246F000	02477AB0	Bmori1_room_13	
1128	02478000	0247DBB0	Bmori1_room_14	
1129	0247E000	02480690	Bmori1_room_15	
1130	02481000	02485FA0	Bmori1_room_16	
1131	02486000	0248F150	Bmori1_room_17	
1132	02490000	02491340	Bmori1_room_18	
1133	02492000	02492510	Bmori1_room_19	
1134	02493000	02494300	Bmori1_room_20	
1135	02495000	02496780	Bmori1_room_21	
1136	02497000	02498DE0	Bmori1_room_22	
1137	02499000	024A6A10	ydan_scene	Deku Tree
1138	024A7000	024BC2F0	ydan_room_0	
1139	024BD000	024C1150	ydan_room_1	
1140	024C2000	024C7E30	ydan_room_2	
1141	024C8000	024DC1A0	ydan_room_3	
1142	024DD000	024E1BD0	ydan_room_4	
1143	024E2000	024EA320	ydan_room_5	
1144	024EB000	024EFEC0	ydan_room_6	
1145	024F0000	024F8910	ydan_room_7	
1146	024F9000	024F9D00	ydan_room_8	
1147	024FA000	025038A0	ydan_room_9	
1148	02504000	02508D80	ydan_room_10	
1149	02509000	02510170	ydan_room_11	
1150	02511000	025148F0	kenjyanoma_scene	Chamber of Sages
1151	02515000	02528110	kenjyanoma_room_0	
1152	02529000	0253B7A0	tokinoma_scene	Temple of Time
1153	0253C000	025531E0	tokinoma_room_0	
1154	02554000	0255B0D0	tokinoma_room_1	
1155	0255C000	0255DB60	link_home_scene	Link's House
1156	0255E000	02585C80	link_home_room_0	
1157	02586000	02586980	kokiri_shop_scene	Kokiri Shop
1158	02587000	025B7C90	kokiri_shop_room_0	
1159	025B8000	025CDCF0	MIZUsin_scene	Water Temple
1160	025CE000	025E3C80	MIZUsin_room_0	
1161	025E4000	025EE160	MIZUsin_room_1	
1162	025EF000	025F4B90	MIZUsin_room_2	
1163	025F5000	025FB710	MIZUsin_room_3	
1164	025FC000	02601FE0	MIZUsin_room_4	
1165	02602000	0260C5F0	MIZUsin_room_5	
1166	0260D000	026182C0	MIZUsin_room_6	
1167	02619000	0261E550	MIZUsin_room_7	
1168	0261F000	0262CCD0	MIZUsin_room_8	
1169	0262D000	02634FE0	MIZUsin_room_9	
1170	02635000	0263AFB0	MIZUsin_room_10	
1171	0263B000	0263F9B0	MIZUsin_room_11	
1172	02640000	02646D90	MIZUsin_room_12	
1173	02647000	02647A00	MIZUsin_room_13	
1174	02648000	0264EE60	MIZUsin_room_14	
1175	0264F000	02656430	MIZUsin_room_15	
1176	02657000	0265AAD0	MIZUsin_room_16	
1177	0265B000	02663A20	MIZUsin_room_17	
1178	02664000	026680C0	MIZUsin_room_18	
1179	02669000	0266C930	MIZUsin_room_19	
1180	0266D000	02673740	MIZUsin_room_20	
1181	02674000	0267B4A0	MIZUsin_room_21	
1182	0267C000	026850F0	MIZUsin_room_22	
1183	02686000	02686CC0	kokiri_home_scene	Know-it-all Brothers
1184	02687000	026B2C30	kokiri_home_room_0	
1185	026B3000	026C0820	kakusiana_scene	Grottos
1186	026C1000	026C82A0	kakusiana_room_0	
1187	026C9000	026CE190	kakusiana_room_1	
1188	026CF000	026D18C0	kakusiana_room_2	
1189	026D2000	026D7130	kakusiana_room_3	
1190	026D8000	026DF960	kakusiana_room_4	
1191	026E0000	026E46E0	kakusiana_room_5	
1192	026E5000	026EAA70	kakusiana_room_6	
1193	026EB000	026EEFD0	kakusiana_room_7	
1194	026EF000	026F2630	kakusiana_room_8	
1195	026F3000	026F8AD0	kakusiana_room_9	
1196	026F9000	026FEA30	kakusiana_room_10	
1197	026FF000	027076B0	kakusiana_room_11	
1198	02708000	0270FE50	kakusiana_room_12	
1199	02710000	02716ED0	kakusiana_room_13	
1200	02717000	027173E0	entra_scene	Market Entrance - Child Day
1201	02718000	0273DB70	entra_room_0	
1202	0273E000	027537C0	bdan_scene	Inside Jabu Jabu's Belly
1203	02754000	02758070	bdan_room_0	
1204	02759000	0275EE90	bdan_room_1	
1205	0275F000	027681D0	bdan_room_2	
1206	02769000	02770160	bdan_room_3	
1207	02771000	02775050	bdan_room_4	
1208	02776000	0277C020	bdan_room_5	
1209	0277D000	02781240	bdan_room_6	
1210	02782000	02785520	bdan_room_7	
1211	02786000	02789880	bdan_room_8	
1212	0278A000	0278DC70	bdan_room_9	
1213	0278E000	02791830	bdan_room_10	
1214	02792000	02795800	bdan_room_11	
1215	02796000	02799CD0	bdan_room_12	
1216	0279A000	0279CB50	bdan_room_13	
1217	0279D000	027A31E0	bdan_room_14	
1218	027A4000	027A66E0	bdan_room_15	
1219	027A7000	027BF3C0	HAKAdan_scene	Shadow Temple
1220	027C0000	027CB0C0	HAKAdan_room_0	
1221	027CC000	027CDAC0	HAKAdan_room_1	
1222	027CE000	027D8910	HAKAdan_room_2	
1223	027D9000	027DB940	HAKAdan_room_3	
1224	027DC000	027DDC40	HAKAdan_room_4	
1225	027DE000	027E3A60	HAKAdan_room_5	
1226	027E4000	027EB570	HAKAdan_room_6	
1227	027EC000	027EDAB0	HAKAdan_room_7	
1228	027EE000	027F3060	HAKAdan_room_8	
1229	027F4000	02800B60	HAKAdan_room_9	
1230	02801000	028087A0	HAKAdan_room_10	
1231	02809000	0280CD40	HAKAdan_room_11	
1232	0280D000	02812720	HAKAdan_room_12	
1233	02813000	02813FB0	HAKAdan_room_13	
1234	02814000	02819940	HAKAdan_room_14	
1235	0281A000	02821270	HAKAdan_room_15	
1236	02822000	02824880	HAKAdan_room_16	
1237	02825000	02827CD0	HAKAdan_room_17	
1238	02828000	02835280	HAKAdan_room_18	
1239	02836000	02838D20	HAKAdan_room_19	
1240	02839000	0283AE20	HAKAdan_room_20	
1241	0283B000	028464B0	HAKAdan_room_21	
1242	02847000	028499A0	HAKAdan_room_22	
1243	0284A000	0284B900	moribossroom_scene	Forest Temple Boss
1244	0284C000	02851EC0	moribossroom_room_0	
1245	02852000	0285FAB0	moribossroom_room_1	
1246	02860000	0286C2C0	syatekijyou_scene	Shooting Gallery
1247	0286D000	028746F0	syatekijyou_room_0	
1248	02875000	02886530	men_scene	Gerudo Training Grounds
1249	02887000	02896F90	men_room_0	
1250	02897000	028A0290	men_room_1	
1251	028A1000	028A5F80	men_room_2	
1252	028A6000	028ADC20	men_room_3	
1253	028AE000	028B8150	men_room_4	
1254	028B9000	028BE0E0	men_room_5	
1255	028BF000	028C6F40	men_room_6	
1256	028C7000	028CF330	men_room_7	
1257	028D0000	028D8210	men_room_8	
1258	028D9000	028DC8F0	men_room_9	
1259	028DD000	028E2C60	men_room_10	
1260	028E3000	028E32F0	shop1_scene	Bazaar
1261	028E4000	0290D7B0	shop1_room_0	
1262	0290E000	0291F390	hairal_niwa_scene	Castle Courtyard - Day
1263	02920000	0292A8E0	hairal_niwa_room_0	
1264	0292B000	0292FB70	ganon_tou_scene	Ganon's Castle
1265	02930000	02943AF0	ganon_tou_room_0	
1266	02944000	02945250	market_alley_scene	Back Alley - Day
1267	02946000	029BB700	market_alley_room_0	
1268	029BC000	029CDDC0	spot20_scene	Lon Lon Ranch
1269	029CE000	029D46D0	spot20_room_0	
1270	029D5000	029D6630	market_ruins_scene	Market - Adult
1271	029D7000	029D9820	market_ruins_room_0	
1272	029DA000	029DA430	entra_n_scene	Market Entrance - Child Night
1273	029DB000	02A00B70	entra_n_room_0	
1274	02A01000	02A013E0	enrui_scene	Market Entrance - Adult
1275	02A02000	02A27B60	enrui_room_0	
1276	02A28000	02A292F0	market_alley_n_scene	Back Alley - Night
1277	02A2A000	02A9F6F0	market_alley_n_room_0	
1278	02AA0000	02AA3D50	hiral_demo_scene	Cutscene Map
1279	02AA4000	02AA4640	hiral_demo_room_0	
1280	02AA5000	02AA67A0	kokiri_home3_scene	House of Twins
1281	02AA7000	02ADD610	kokiri_home3_room_0	
1282	02ADE000	02AF7B40	jyasinzou_scene	Spirit Temple
1283	02AF8000	02B08F40	jyasinzou_room_0	
1284	02B09000	02B12300	jyasinzou_room_1	
1285	02B13000	02B18C10	jyasinzou_room_2	
1286	02B19000	02B1CB50	jyasinzou_room_3	
1287	02B1D000	02B24270	jyasinzou_room_4	
1288	02B25000	02B3CF40	jyasinzou_room_5	
1289	02B3D000	02B41800	jyasinzou_room_6	
1290	02B42000	02B47510	jyasinzou_room_7	
1291	02B48000	02B50070	jyasinzou_room_8	
1292	02B51000	02B56DF0	jyasinzou_room_9	
1293	02B57000	02B5F1A0	jyasinzou_room_10	
1294	02B60000	02B61010	jyasinzou_room_11	
1295	02B62000	02B64060	jyasinzou_room_12	
1296	02B65000	02B6A850	jyasinzou_room_13	
1297	02B6B000	02B6FC90	jyasinzou_room_14	
1298	02B70000	02B78470	jyasinzou_room_15	
1299	02B79000	02B7F190	jyasinzou_room_16	
1300	02B80000	02B89610	jyasinzou_room_17	
1301	02B8A000	02B8FCB0	jyasinzou_room_18	
1302	02B90000	02B95DE0	jyasinzou_room_19	
1303	02B96000	02B9E1C0	jyasinzou_room_20	
1304	02B9F000	02BA3650	jyasinzou_room_21	
1305	02BA4000	02BA70D0	jyasinzou_room_22	
1306	02BA8000	02BB1190	jyasinzou_room_23	
1307	02BB2000	02BB84B0	jyasinzou_room_24	
1308	02BB9000	02BCEB70	jyasinzou_room_25	
1309	02BCF000	02BDBB20	jyasinzou_room_26	
1310	02BDC000	02BE16C0	jyasinzou_room_27	
1311	02BE2000	02BEAA20	jyasinzou_room_28	
1312	02BEB000	02BFC610	ice_doukutu_scene	Ice Cavern
1313	02BFD000	02C05660	ice_doukutu_room_0	
1314	02C06000	02C12540	ice_doukutu_room_1	
1315	02C13000	02C18AF0	ice_doukutu_room_2	
1316	02C19000	02C21080	ice_doukutu_room_3	
1317	02C22000	02C29670	ice_doukutu_room_4	
1318	02C2A000	02C32890	ice_doukutu_room_5	
1319	02C33000	02C37260	ice_doukutu_room_6	
1320	02C38000	02C3D8F0	ice_doukutu_room_7	
1321	02C3E000	02C3F950	ice_doukutu_room_8	
1322	02C40000	02C48650	ice_doukutu_room_9	
1323	02C49000	02C4D3E0	ice_doukutu_room_10	
1324	02C4E000	02C53900	ice_doukutu_room_11	
1325	02C54000	02C54670	malon_stable_scene	Stables
1326	02C55000	02C83250	malon_stable_room_0	
1327	02C84000	02C84EA0	kakariko_scene	Kakariko Village House
1328	02C85000	02CAFFC0	kakariko_room_0	
1329	02CB0000	02CB0E40	bdan_boss_scene	Inside Jabu Jabu's Belly Boss
1330	02CB1000	02CB4020	bdan_boss_room_0	
1331	02CB5000	02CBA0C0	bdan_boss_room_1	
1332	02CBB000	02CBFC00	FIRE_bs_scene	Fire Temple Boss
1333	02CC0000	02CC4270	FIRE_bs_room_0	
1334	02CC5000	02CCBFE0	FIRE_bs_room_1	
1335	02CCC000	02CCC510	hut_scene	Gravekeeper's Hut
1336	02CCD000	02CF65A0	hut_room_0	
1337	02CF7000	02D05000	daiyousei_izumi_scene	Great Fairy's Fountain (Upgrades)
1338	02D05000	02D08910	daiyousei_izumi_room_0	
1339	02D09000	02D09A90	hakaana_scene	Grave with Redead
1340	02D0A000	02D118D0	hakaana_room_0	
1341	02D12000	02D1A810	yousei_izumi_tate_scene	Small Fairy's Fountain
1342	02D1B000	02D1F2D0	yousei_izumi_tate_room_0	
1343	02D20000	02D2CDA0	yousei_izumi_yoko_scene	Great Fairy's Fountain (Spells)
1344	02D2D000	02D31010	yousei_izumi_yoko_room_0	
1345	02D32000	02D323A0	golon_scene	Goron Shop
1346	02D33000	02D591D0	golon_room_0	
1347	02D5A000	02D5A390	zoora_scene	Zora Shop
1348	02D5B000	02D811E0	zoora_room_0	
1349	02D82000	02D823F0	drag_scene	Kakariko Potion Shop
1350	02D83000	02DAEE60	drag_room_0	
1351	02DAF000	02DAF5B0	alley_shop_scene	Market Potion Shop
1352	02DB0000	02DD6C30	alley_shop_room_0	
1353	02DD7000	02DD7670	night_shop_scene	Bombchu Shop
1354	02DD8000	02E00960	night_shop_room_0	
1355	02E01000	02E01D10	impa_scene	Puppy Woman's House
1356	02E02000	02E28FA0	impa_room_0	
1357	02E29000	02E29EF0	labo_scene	Impa's House
1358	02E2A000	02E566F0	labo_room_0	
1359	02E57000	02E57680	tent_scene	Carpenter's Tent
1360	02E58000	02E8B6A0	tent_room_0	
1361	02E8C000	02E8FA20	nakaniwa_scene	Zelda's Courtyard
1362	02E90000	02EA7EC0	nakaniwa_room_0	
1363	02EA8000	02EAA860	ddan_boss_scene	Dondogo's Cavern Boss
1364	02EAB000	02EAFE30	ddan_boss_room_0	
1365	02EB0000	02EB3DD0	ddan_boss_room_1	
1366	02EB4000	02EB5740	ydan_boss_scene	Deku Tree Boss
1367	02EB6000	02EBCFF0	ydan_boss_room_0	
1368	02EBD000	02EC37F0	ydan_boss_room_1	
1369	02EC4000	02EC6780	HAKAdan_bs_scene	Shadow Temple Boss
1370	02EC7000	02EC99E0	HAKAdan_bs_room_0	
1371	02ECA000	02ECFF50	HAKAdan_bs_room_1	
1372	02ED0000	02ED1A60	MIZUsin_bs_scene	Water Temple Boss
1373	02ED2000	02ED6470	MIZUsin_bs_room_0	
1374	02ED7000	02EE22F0	MIZUsin_bs_room_1	
1375	02EE3000	02EF37B0	ganon_scene	Ganon's Tower Climb
1376	02EF4000	02EFBED0	ganon_room_0	
1377	02EFC000	02F03770	ganon_room_1	
1378	02F04000	02F0B850	ganon_room_2	
1379	02F0C000	02F13730	ganon_room_3	
1380	02F14000	02F1D0D0	ganon_room_4	
1381	02F1E000	02F26B10	ganon_room_5	
1382	02F27000	02F30BA0	ganon_room_6	
1383	02F31000	02F3B7A0	ganon_room_7	
1384	02F3C000	02F42BE0	ganon_room_8	
1385	02F43000	02F48920	ganon_room_9	
1386	02F49000	02F50C20	ganon_boss_scene	Ganondorf Boss Room
1387	02F51000	02F56E80	ganon_boss_room_0	
1388	02F57000	02F5FCF0	jyasinboss_scene	Spirit Temple Boss
1389	02F60000	02F60FD0	jyasinboss_room_0	
1390	02F61000	02F68E40	jyasinboss_room_1	
1391	02F69000	02F6CDC0	jyasinboss_room_2	
1392	02F6D000	02F78700	jyasinboss_room_3	
1393	02F79000	02F7AAB0	kokiri_home4_scene	Mido's House
1394	02F7B000	02FB3950	kokiri_home4_room_0	
1395	02FB4000	02FB5410	kokiri_home5_scene	Saria's House
1396	02FB6000	02FE6F60	kokiri_home5_room_0	
1397	02FE7000	02FF9180	ganon_final_scene	Tower Collapse Exterior
1398	02FFA000	03006EB0	ganon_final_room_0	
1399	03007000	03007840	kakariko3_scene	Back Alley Village House
1400	03008000	03032580	kakariko3_room_0	
1401	03033000	03041270	hakasitarelay_scene	? (Dampe's Grave / Windmill)
1402	03042000	030492C0	hakasitarelay_room_0	
1403	0304A000	03050720	hakasitarelay_room_1	
1404	03051000	030594B0	hakasitarelay_room_2	
1405	0305A000	03062CE0	hakasitarelay_room_3	
1406	03063000	03067480	hakasitarelay_room_4	
1407	03068000	0306C450	hakasitarelay_room_5	
1408	0306D000	03074AB0	hakasitarelay_room_6	
1409	03075000	030764E0	shrine_scene	Outside Temple of Time - Child Day
1410	03077000	030C9AF0	shrine_room_0	
1411	030CA000	030DC6E0	turibori_scene	Fishing Pond
1412	030DD000	030E3760	turibori_room_0	
1413	030E4000	030E5500	shrine_n_scene	Outside Temple of Time - Child Night
1414	030E6000	03138B10	shrine_n_room_0	
1415	03139000	0313A490	shrine_r_scene	Outside Temple of Time - Adult
1416	0313B000	0318DAF0	shrine_r_room_0	
1417	0318E000	031AF7C0	ganontika_scene	Inside Ganon's Castle
1418	031B0000	031B91C0	ganontika_room_0	
1419	031BA000	031D69B0	ganontika_room_1	
1420	031D7000	031DE7E0	ganontika_room_2	
1421	031DF000	031E8990	ganontika_room_3	
1422	031E9000	031F0C90	ganontika_room_4	
1423	031F1000	031F8540	ganontika_room_5	
1424	031F9000	03208BF0	ganontika_room_6	
1425	03209000	03210C90	ganontika_room_7	
1426	03211000	0321A070	ganontika_room_8	
1427	0321B000	03226890	ganontika_room_9	
1428	03227000	0322DB70	ganontika_room_10	
1429	0322E000	03234950	ganontika_room_11	
1430	03235000	03240370	ganontika_room_12	
1431	03241000	03248D40	ganontika_room_13	
1432	03249000	032531A0	ganontika_room_14	
1433	03254000	0325BD40	ganontika_room_15	
1434	0325C000	0325EE20	ganontika_room_16	
1435	0325F000	032676A0	ganontika_room_17	
1436	03268000	03274670	ganontika_room_18	
1437	03275000	0327CD40	ganontika_room_19	
1438	0327D000	0328A090	hakaana2_scene	Grave with Shield
1439	0328B000	03291810	hakaana2_room_0	
1440	03292000	0329F920	gerudoway_scene	Thieves' Hideout
1441	032A0000	032A4D40	gerudoway_room_0	
1442	032A5000	032AC2B0	gerudoway_room_1	
1443	032AD000	032B0E50	gerudoway_room_2	
1444	032B1000	032BC310	gerudoway_room_3	
1445	032BD000	032C0920	gerudoway_room_4	
1446	032C1000	032C5E40	gerudoway_room_5	
1447	032C6000	032D2560	HAKAdanCH_scene	Bottom of the Well
1448	032D3000	032E85F0	HAKAdanCH_room_0	
1449	032E9000	032F42D0	HAKAdanCH_room_1	
1450	032F5000	032F8190	HAKAdanCH_room_2	
1451	032F9000	032FAC60	HAKAdanCH_room_3	
1452	032FB000	032FD450	HAKAdanCH_room_4	
1453	032FE000	03300960	HAKAdanCH_room_5	
1454	03301000	03303E80	HAKAdanCH_room_6	
1455	03304000	0330D0F0	hairal_niwa_n_scene	Castle Courtyard - Night
1456	0330E000	03311620	hairal_niwa_n_room_0	
1457	03312000	03320B20	bowling_scene	Bombchu Bowling Alley
1458	03321000	033271E0	bowling_room_0	
1459	03328000	0332CAE0	hakaana_ouke_scene	Royal Family's Tomb
1460	0332D000	03337800	hakaana_ouke_room_0	
1461	03338000	0333C800	hakaana_ouke_room_1	
1462	0333D000	03343110	hakaana_ouke_room_2	
1463	03344000	03355090	hylia_labo_scene	Lakeside Laboratory
1464	03356000	0335D5D0	hylia_labo_room_0	
1465	0335E000	03364C10	souko_scene	Lon Lon Ranch Buildings
1466	03365000	0336E540	souko_room_0	
1467	0336F000	03379430	souko_room_1	
1468	0337A000	03382180	souko_room_2	
1469	03383000	0338F550	miharigoya_scene	Lots 'o Pots
1470	03390000	03393DB0	miharigoya_room_0	
1471	03394000	0339EA20	mahouya_scene	Granny's Potion Shop
1472	0339F000	033A5A90	mahouya_room_0	
1473	033A6000	033AD1B0	takaraya_scene	Treasure Box Shop
1474	033AE000	033B7DC0	takaraya_room_0	
1475	033B8000	033BA000	takaraya_room_1	
1476	033BA000	033BC030	takaraya_room_2	
1477	033BD000	033BF820	takaraya_room_3	
1478	033C0000	033C3020	takaraya_room_4	
1479	033C4000	033C7000	takaraya_room_5	
1480	033C7000	033C9B00	takaraya_room_6	
1481	033CA000	033D1F10	ganon_sonogo_scene	Tower Collapse Interior
1482	033D2000	033D9E80	ganon_sonogo_room_0	
1483	033DA000	033E1BB0	ganon_sonogo_room_1	
1484	033E2000	033EACA0	ganon_sonogo_room_2	
1485	033EB000	033F0640	ganon_sonogo_room_3	
1486	033F1000	033F9CF0	ganon_sonogo_room_4	
1487	033FA000	03403070	ganon_demo_scene	Ganon Battle
1488	03404000	03408150	ganon_demo_room_0	
1489	03409000	03409370	face_shop_scene	Happy Mask Shop
1490	0340A000	03438640	face_shop_room_0	
1491	03439000	0343A610	kinsuta_scene	House of Skulltula
1492	0343B000	034490A0	kinsuta_room_0	
1493	0344A000	0344EB00	ganontikasonogo_scene	Tower Collapse Interior Exit
1494	0344F000	03466B80	ganontikasonogo_room_0	
1495	03467000	03470F20	ganontikasonogo_room_1	
1496	03471000	03471400		
1497	03472000	03472010		
1498	03473000	03473010		
1499	03474000	03474010		
1500	03475000	03475010		
1501	03476000	03476010		
1502	03477000	03477010		
1503	03478000	03478010		
1504	03479000	03479010		
1505	0347A000	0347A010		
1506	0347B000	0347B010		
1507	0347C000	0347C010		
1508	0347D000	0347D010		
1509	0347E000	0347E040		
